id	scope
2bs3.SF4_E_1242_oxidoreductase_1.3.99.1	a.1.2.1
2bs3.F3S_E_1241_oxidoreductase_1.3.99.1	a.1.2.1
2bs3.SF4_E_1242_oxidoreductase_1.3.99.1	a.1.2.1
1qlb.F3S_B_1241_oxidoreductase_1.3.99.1	a.1.2.1
1qlb.SF4_B_1242_oxidoreductase_1.3.99.1	a.1.2.1
1qlb.F3S_E_1241_oxidoreductase_1.3.99.1	a.1.2.1
1qlb.SF4_E_1242_oxidoreductase_1.3.99.1	a.1.2.1
2bs4.F3S_B_1240_oxidoreductase_1.3.99.1	a.1.2.1
2bs4.SF4_E_1247_oxidoreductase_1.3.99.1	a.1.2.1
2bs4.F3S_E_1246_oxidoreductase_1.3.99.1	a.1.2.1
2bs4.SF4_E_1241_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.SF4_B_303_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.F3S_B_302_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.SF4_E_303_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.F3S_E_302_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.SF4_H_303_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.F3S_H_302_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.SF4_K_303_oxidoreductase_1.3.99.1	a.1.2.1
1e7p.F3S_K_302_oxidoreductase_1.3.99.1	a.1.2.1
2h88.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
2h88.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
2h88.F3S_O_1004_oxidoreductase_1.3.5.1	a.1.2.1
2h88.SF4_O_1003_oxidoreductase_1.3.5.1	a.1.2.1
2fbw.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
2fbw.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
2fbw.SF4_O_1003_oxidoreductase_1.3.5.1	a.1.2.1
2fbw.F3S_O_1004_oxidoreductase_1.3.5.1	a.1.2.1
2wqy.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
2wqy.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
2wqy.F3S_O_1004_oxidoreductase_1.3.5.1	a.1.2.1
2wqy.SF4_O_1003_oxidoreductase_1.3.5.1	a.1.2.1
1yq3.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
1yq3.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
1yq4.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
1yq4.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
2h89.F3S_B_1004_oxidoreductase_1.3.5.1	a.1.2.1
2h89.SF4_B_1003_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.SF4_F_303_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.F3S_F_304_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.F3S_J_304_oxidoreductase_1.3.5.1	a.1.2.1
2wdq.SF4_J_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.F3S_F_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.SF4_F_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.F3S_J_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu2.SF4_J_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.F3S_F_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.SF4_F_303_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.F3S_J_304_oxidoreductase_1.3.5.1	a.1.2.1
2wu5.SF4_J_303_oxidoreductase_1.3.5.1	a.1.2.1
1zoy.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
1zoy.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
3sfe.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
3sfe.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
3sfd.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
3sfd.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
3aef.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
3aef.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
3p4r.SF4_B_246_oxidoreductase_1.3.99.1	a.1.2.1
3p4r.F3S_B_245_oxidoreductase_1.3.99.1	a.1.2.1
3p4r.F3S_N_245_oxidoreductase_1.3.99.1	a.1.2.1
3p4r.SF4_N_246_oxidoreductase_1.3.99.1	a.1.2.1
3p4s.SF4_B_246_oxidoreductase_1.3.99.1	a.1.2.1
3p4s.F3S_B_245_oxidoreductase_1.3.99.1	a.1.2.1
3p4s.SF4_N_246_oxidoreductase_1.3.99.1	a.1.2.1
3p4s.F3S_N_245_oxidoreductase_1.3.99.1	a.1.2.1
2wp9.F3S_B_304_oxidoreductase_1.3.5.1	a.1.2.1
2wp9.SF4_B_303_oxidoreductase_1.3.5.1	a.1.2.1
2wp9.SF4_F_303_oxidoreductase_1.3.5.1	a.1.2.1
2wp9.F3S_F_304_oxidoreductase_1.3.5.1	a.1.2.1
2wp9.SF4_J_303_oxidoreductase_1.3.5.1	a.1.2.1
2wp9.F3S_J_304_oxidoreductase_1.3.5.1	a.1.2.1
2bs2.SF4_B_1242_oxidoreductase_1.3.99.1	a.1.2.1
2bs2.F3S_B_1241_oxidoreductase_1.3.99.1	a.1.2.1
2bs2.SF4_E_1242_oxidoreductase_1.3.99.1	a.1.2.1
2bs2.F3S_E_1241_oxidoreductase_1.3.99.1	a.1.2.1
1gte.SF4_A_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_A_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_A_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_A_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FMN_A_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FAD_A_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_B_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_B_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_B_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_B_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FMN_B_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FAD_B_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_C_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_C_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_C_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_C_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FMN_C_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FAD_C_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_D_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gte.SF4_D_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gte.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.2
1h7w.SF4_A_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_A_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_A_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_A_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FMN_A_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FAD_A_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_B_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_B_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_B_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_B_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FMN_B_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FAD_B_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_C_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_C_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_C_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_C_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FMN_C_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FAD_C_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_D_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_D_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_D_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7w.SF4_D_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7w.FAD_D_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_A_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_A_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_A_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_A_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FMN_A_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_A_1032_NDP-electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_A_1032_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FAD_A_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_B_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_B_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_B_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_B_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FMN_B_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_B_1032_NDP-electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_B_1032_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FAD_B_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_C_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_C_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_C_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_C_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FMN_C_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_C_1032_NDP-electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_C_1032_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FAD_C_1031_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_D_1028_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_D_1027_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_D_1029_electrontransfer_1.3.1.2	a.1.2.2
1h7x.SF4_D_1026_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FMN_D_1030_electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_D_1032_NDP-electrontransfer_1.3.1.2	a.1.2.2
1h7x.NDP_D_1032_electrontransfer_1.3.1.2	a.1.2.2
1h7x.FAD_D_1031_electrontransfer_1.3.1.2	a.1.2.2
1gth.SF4_A_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_A_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_A_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_A_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FMN_A_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_A_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_A_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FAD_A_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_B_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_B_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_B_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_B_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FMN_B_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_B_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_B_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FAD_B_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_C_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_C_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_C_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_C_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FMN_C_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_C_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_C_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FAD_C_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_D_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gth.SF4_D_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gth.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gth.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_A_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_A_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_A_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_A_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FMN_A_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_A_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_A_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FAD_A_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_B_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_B_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_B_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_B_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FMN_B_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_B_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_B_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FAD_B_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_C_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_C_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_C_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_C_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FMN_C_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_C_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_C_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FAD_C_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_D_1027_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_D_1026_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.2
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.2
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1028_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FMN_D_1030_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_NDP-oxidoreductase_1.3.1.2	a.1.2.0
1gt8.NDP_D_1032_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.FAD_D_1031_oxidoreductase_1.3.1.2	a.1.2.0
1gt8.SF4_D_1029_oxidoreductase_1.3.1.2	a.1.2.0
